id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,rate_spawn,skills,spawn,tier,type1,type2,weight_kg
0478-mega,[],눈여아,[],[],[],[],4,2.6,0.29,1.0,0.3,0.0,50,[],['land'],epic,ice,ghost,29.6
0479,['levitate'],로토무,[],[],[],[],4,0.3,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,electric,ghost,0.3
0479-heat,['levitate'],로토무,[],[],[],[],4,0.3,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,electric,fire,0.3
0479-wash,['levitate'],로토무,[],[],[],[],4,0.3,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_defog']",['water'],epic,electric,water,0.3
0479-frost,['levitate'],로토무,[],[],[],[],4,0.3,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,electric,ice,0.3
0479-fan,['levitate'],로토무,[],[],[],[],4,0.3,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,electric,flying,0.3
0479-mow,['levitate'],로토무,[],[],[],[],4,0.3,0.18,0.0,0.3,0.0,50,"['move_flash', 'move_defog']",['land'],epic,electric,grass,0.3
0480,['levitate'],유크시,[],[],[],[],4,0.3,0.01,0.0,0.3,0.0,50,['move_flash'],['land'],legendary,psychic,,0.3
0481,['levitate'],엠라이트,[],[],[],[],4,0.3,0.01,0.0,0.3,0.0,50,['move_flash'],['land'],legendary,psychic,,0.3
0482,['levitate'],아그놈,[],[],[],[],4,0.3,0.01,0.0,0.3,0.0,50,['move_flash'],['land'],legendary,psychic,,0.3
0483,"['pressure', 'telepathy']",디아루가,[],[],[],[],4,5.4,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,steel,dragon,683.0
0483-origin,"['pressure', 'telepathy']",디아루가,[],[],[],[],4,7.0,0.01,0.0,0.3,0.0,50,[],['land'],legendary,steel,dragon,848.7
0484,"['pressure', 'telepathy']",펄기아,[],[],[],[],4,4.2,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],legendary,water,dragon,336.0
0484-origin,"['pressure', 'telepathy']",펄기아,[],[],[],[],4,6.3,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_waterfall']",['water'],legendary,water,dragon,659.0
0485,"['flash-fire', 'flame-body']",히드런,[],[],[],[],4,1.7,0.01,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],legendary,fire,steel,430.0
0485-mega,[],히드런,[],[],[],[],4,2.8,0.01,0.5,0.3,0.5,50,[],['land'],legendary,fire,steel,570.0
0486,['slow-start'],레지기가스,[],[],[],[],4,3.7,0.01,0.0,0.3,0.0,50,"['move_rock-smash', 'move_strength']",['land'],legendary,normal,,420.0
0487,"['pressure', 'telepathy']",기라티나,[],[],[],[],4,,0.01,0.0,0.3,0.0,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,ghost,dragon,
0487-origin,['levitate'],기라티나,[],[],[],[],4,6.9,0.01,0.0,0.3,0.0,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],legendary,ghost,dragon,650.0
0488,['levitate'],크레세리아,[],[],[],[],4,1.5,0.01,1.0,0.3,0.0,50,['move_flash'],['land'],legendary,psychic,,85.6
0489,['hydration'],피오네,[],[],[],[],4,0.4,0.12,0.0,0.3,0.0,50,"['move_surf', 'move_waterfall', 'move_dive']",['water'],legendary,water,,3.1
0490,['hydration'],마나피,[],[],[],[],4,0.3,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],legendary,water,,1.4
0491,['bad-dreams'],다크라이,[],[],[],[],4,1.5,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],legendary,dark,,50.5
0492,['natural-cure'],쉐이미,[],[],[],[],4,,0.18,0.0,0.3,0.0,50,['move_flash'],['land'],legendary,grass,,
0492-sky,['serene-grace'],쉐이미,[],[],[],[],4,0.4,0.18,0.0,0.3,0.0,50,['move_flash'],['land'],legendary,grass,flying,5.2
0493,['multitype'],아르세우스,[],[],[],[],4,3.2,0.01,0.0,0.3,0.0,50,"['move_surf', 'move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive', 'move_fly']",['land'],legendary,normal,,320.0
0494,['victory-star'],비크티니,[],[],[],[],5,0.4,0.01,0.0,0.3,0.0,50,"['move_flash', 'move_rock-smash']",['land'],legendary,psychic,fire,4.0
0495,"['overgrow', 'contrary']",주리비얀,['candy_50'],['0496'],[],[],5,0.6,0.18,0.12,0.3,0.88,50,"['move_mean-look', 'move_flash', 'move_defog', 'move_cut']",['land'],epic,grass,,8.1
0496,"['overgrow', 'contrary']",샤비,['candy_100'],['0497'],[],[],5,0.8,0.18,0.12,0.3,0.88,50,"['move_mean-look', 'move_flash', 'move_defog', 'move_cut']",['land'],epic,grass,,16.0
0497,"['overgrow', 'contrary']",샤로다,[],[],[],[],5,3.3,0.18,0.12,0.3,0.88,50,"['move_mean-look', 'move_flash', 'move_defog', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,grass,,63.0
0498,"['blaze', 'thick-fat']",뚜꾸리,['candy_50'],['0499'],[],[],5,0.5,0.18,0.12,0.3,0.88,50,"['move_rock-smash', 'move_strength']",['land'],epic,fire,,9.9
0499,"['blaze', 'thick-fat']",차오꿀,['candy_100'],['0500'],[],[],5,1.0,0.18,0.12,0.3,0.88,50,"['move_rock-smash', 'move_strength']",['land'],epic,fire,fighting,55.5
0500,"['blaze', 'reckless']",염무왕,[],[],[],[],5,1.6,0.18,0.12,0.3,0.88,50,"['move_rock-smash', 'move_strength']",['land'],epic,fire,fighting,150.0
0500-mega,[],염무왕,[],[],[],[],5,1.8,0.18,0.12,0.3,0.88,50,[],['land'],epic,fire,fighting,180.3
0501,"['torrent', 'shell-armor']",수댕이,['candy_50'],['0502'],[],[],5,0.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],epic,water,,5.9
0502,"['torrent', 'shell-armor']",쌍검자비,['candy_100'],['0503'],[],[],5,0.8,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],epic,water,,24.5
0503,"['torrent', 'shell-armor']",대검귀,[],[],[],[],5,1.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],epic,water,,94.6
0503_hisui,"['torrent', 'sharpness']",대검귀,[],[],[],[],5,1.5,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_waterfall']",['water'],epic,water,dark,58.2
0504,"['run-away', 'keen-eye', 'analytic']",보르쥐,['candy_30'],['0505'],[],[],5,0.5,1.0,0.5,0.3,0.5,50,"['move_mean-look', 'move_cut']",['land'],common,normal,,11.6
0505,"['illuminate', 'keen-eye', 'analytic']",보르그,[],[],[],[],5,1.1,1.0,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,27.0
0506,"['vital-spirit', 'pickup', 'run-away']",요테리,['candy_30'],['0507'],[],[],5,0.4,1.0,0.5,0.3,0.5,50,['move_rock-smash'],['land'],common,normal,,4.1
0507,"['intimidate', 'sand-rush', 'scrappy']",하데리어,['candy_50'],['0508'],[],[],5,0.9,0.47,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],rare,normal,,14.7
0508,"['intimidate', 'sand-rush', 'scrappy']",바랜드,[],[],[],[],5,1.2,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength']",['land'],epic,normal,,61.0
0509,"['limber', 'unburden', 'ptierster']",쌔비냥,['candy_30'],['0510'],[],[],5,0.4,1.0,0.5,0.3,0.5,50,['move_cut'],['land'],common,dark,,10.1
0510,"['limber', 'unburden', 'ptierster']",레파르다스,[],[],[],[],5,1.1,0.35,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],rare,dark,,37.5
0511,"['gluttony', 'overgrow']",야나프,['leaf-stone'],['0512'],[],[],5,0.6,0.75,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],common,grass,,10.5
0512,"['gluttony', 'overgrow']",야나키,[],[],[],[],5,1.1,0.29,0.12,0.3,0.88,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,grass,,30.5
0513,"['gluttony', 'blaze']",바오프,['fire-stone'],['0514'],[],[],5,0.6,0.75,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash']",['land'],common,fire,,11.0
0514,"['gluttony', 'blaze']",바오키,[],[],[],[],5,1.0,0.29,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash']",['land'],rare,fire,,28.0
0515,"['gluttony', 'torrent']",앗차프,['water-stone'],['0516'],[],[],5,0.6,0.75,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],common,water,,13.5
0516,"['gluttony', 'torrent']",앗차키,[],[],[],[],5,1.0,0.29,0.12,0.3,0.88,50,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']",['water'],rare,water,,29.0
0517,"['forewarn', 'synchronize', 'telepathy']",몽나,['moon-stone'],['0518'],[],[],5,0.6,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,psychic,,23.3
0518,"['forewarn', 'synchronize', 'telepathy']",몽얌나,[],[],[],[],5,1.1,0.29,0.5,0.3,0.5,50,['move_flash'],['land'],rare,psychic,,60.5
0519,"['big-pecks', 'super-luck', 'rivalry']",콩둘기,['candy_30'],['0520'],[],[],5,0.3,1.0,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],common,normal,flying,2.1
0520,"['big-pecks', 'super-luck', 'rivalry']",유토브,['candy_50'],['0521'],[],[],5,0.6,0.47,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],rare,normal,flying,15.0
0521,"['big-pecks', 'super-luck', 'rivalry']",켄호로우,[],[],[],[],5,1.2,0.18,0.5,0.3,0.5,50,"['move_defog', 'move_fly']",['land'],epic,normal,flying,29.0
0522,"['lightning-rod', 'motor-drive', 'sap-sipper']",줄뮤마,['candy_40'],['0523'],[],[],5,0.8,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,electric,,29.8
0523,"['lightning-rod', 'motor-drive', 'sap-sipper']",제브라이카,[],[],[],[],5,1.6,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash']",['land'],rare,electric,,79.5
0524,"['sturdy', 'weak-armor', 'sand-force']",단굴,['candy_50'],['0525'],[],[],5,0.4,1.0,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,rock,,18.0
0525,"['sturdy', 'weak-armor', 'sand-force']",암트르,['trade'],['0526'],[],[],5,0.9,0.47,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,rock,,102.0
0526,"['sturdy', 'sand-stream', 'sand-force']",기가이어스,[],[],[],[],5,1.7,0.18,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],epic,rock,,260.0
0527,"['unaware', 'klutz', 'simple']",또르박쥐,['friendship_220'],['0528'],[],[],5,0.4,0.75,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_fly']",['land'],common,psychic,flying,2.1
0528,"['unaware', 'klutz', 'simple']",맘박쥐,[],[],[],[],5,0.9,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_fly']",['land'],rare,psychic,flying,10.5
0529,"['sand-rush', 'sand-force', 'mold-breaker']",두더류,['candy_60'],['0530'],[],[],5,0.3,0.47,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,ground,,8.5
0530,"['sand-rush', 'sand-force', 'mold-breaker']",몰드류,[],[],[],[],5,0.7,0.24,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,ground,steel,40.4
0530-mega,[],몰드류,[],[],[],[],5,0.9,0.24,0.5,0.3,0.5,50,[],['land'],epic,ground,steel,60.0
0531,"['healer', 'regenerator', 'klutz']",다부니,[],[],[],[],5,1.1,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_flash']",['land'],rare,normal,,31.0
0531-mega,['healer'],다부니,[],[],[],[],5,1.5,1.0,0.5,0.3,0.5,50,"['move_surf', 'move_flash']",['land'],rare,normal,fairy,32.0
0532,"['guts', 'sheer-force', 'iron-fist']",으랏차,['candy_50'],['0533'],[],[],5,0.6,0.71,0.25,0.3,0.75,50,"['move_defog', 'move_rock-smash', 'move_strength']",['land'],common,fighting,,12.5
0533,"['guts', 'sheer-force', 'iron-fist']",토쇠골,['trade'],['0534'],[],[],5,1.2,0.35,0.25,0.3,0.75,50,"['move_defog', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,,40.0
0534,"['guts', 'sheer-force', 'iron-fist']",노보청,[],[],[],[],5,1.4,0.18,0.25,0.3,0.75,50,"['move_defog', 'move_rock-smash', 'move_strength']",['land'],epic,fighting,,87.0
0535,"['swift-swim', 'hydration', 'water-absorb']",동챙이,['candy_35'],['0536'],[],[],5,0.5,1.0,0.5,0.3,0.5,50,['move_surf'],['water'],common,water,,4.5
0536,"['swift-swim', 'hydration', 'water-absorb']",두까비,['candy_70'],['0537'],[],[],5,0.8,0.47,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash']",['water'],rare,water,ground,17.0
0537,"['swift-swim', 'poison-touch', 'water-absorb']",두빅굴,[],[],[],[],5,1.5,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_dive']",['water'],epic,water,ground,62.0
0538,"['guts', 'inner-focus', 'mold-breaker']",던지미,[],[],[],[],5,1.3,0.18,0.0,0.3,1.0,50,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,55.5
0539,"['sturdy', 'inner-focus', 'mold-breaker']",타격귀,[],[],[],[],5,1.4,0.18,0.0,0.3,1.0,50,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,51.0
0540,"['swarm', 'chlorophyll', 'overcoat']",두르보,['candy_25'],['0541'],[],[],5,0.3,1.0,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],common,bug,grass,2.5
0541,"['leaf-guard', 'chlorophyll', 'overcoat']",두르쿤,['friendship_220'],['0542'],[],[],5,0.5,0.47,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],rare,bug,grass,7.3
0542,"['swarm', 'chlorophyll', 'overcoat']",모아머,[],[],[],[],5,1.2,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_cut']",['land'],epic,bug,grass,20.5
0543,"['poison-point', 'swarm', 'speed-boost']",마디네,['candy_30'],['0544'],[],[],5,0.4,1.0,0.5,0.3,0.5,50,['move_rock-smash'],['land'],common,bug,poison,5.3
0544,"['poison-point', 'swarm', 'speed-boost']",휠구,['candy_50'],['0545'],[],[],5,1.2,0.47,0.5,0.3,0.5,50,['move_rock-smash'],['land'],rare,bug,poison,58.5
0545,"['poison-point', 'swarm', 'speed-boost']",펜드라,[],[],[],[],5,2.5,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,bug,poison,200.5
0545-mega,[],펜드라,[],[],[],[],5,3.2,0.18,0.5,0.3,0.5,50,[],['land'],epic,bug,poison,230.5
0546,"['ptierster', 'infiltrator', 'chlorophyll']",소미안,['sun-stone'],['0547'],[],[],5,0.3,0.75,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],common,grass,fairy,0.6
0547,"['ptierster', 'infiltrator', 'chlorophyll']",엘풍,[],[],[],[],5,0.7,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_defog']",['land'],rare,grass,fairy,6.6
0548,"['chlorophyll', 'own-tempo', 'leaf-guard']",치릴리,['sun-stone'],['0549'],[],[],5,0.5,0.75,1.0,0.3,0.0,50,"['move_flash', 'move_cut']",['land'],common,grass,,6.6
0549,"['chlorophyll', 'own-tempo', 'leaf-guard']",드레디어,[],[],[],[],5,1.1,0.29,1.0,0.3,0.0,50,"['move_flash', 'move_cut']",['land'],rare,grass,,16.3
0549_hisui,"['chlorophyll', 'hustle', 'leaf-guard']",드레디어,[],[],[],[],5,1.2,0.29,1.0,0.3,0.0,50,"['move_defog', 'move_rock-smash']",['land'],rare,grass,fighting,19.2
0550,"['reckless', 'adaptability', 'mold-breaker']",배쓰나이,[],[],[],[],5,,0.1,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],rare,water,,
0550-blue-striped,"['rock-head', 'adaptability', 'mold-breaker']",배쓰나이,[],[],[],[],5,1.0,0.1,0.5,0.3,0.5,50,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],rare,water,,18.0
0550-white-striped,"['rattled', 'adaptability', 'mold-breaker']",배쓰나이,['move_double-edge'],['0902'],[],[],5,1.0,0.1,0.5,0.3,0.5,50,"['move_surf', 'move_waterfall']",['water'],rare,water,,18.0
0551,"['intimidate', 'moxie', 'anger-point']",깜눈크,['candy_50'],['0552'],[],[],5,0.7,0.71,0.5,0.3,0.5,50,"['move_mean-look', 'move_cut']",['land'],common,ground,dark,15.2
0552,"['intimidate', 'moxie', 'anger-point']",악비르,['candy_80'],['0553'],[],[],5,1.0,0.35,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,ground,dark,33.4
0553,"['intimidate', 'moxie', 'anger-point']",악비아르,[],[],[],[],5,1.5,0.18,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,ground,dark,96.3
0554,"['hustle', 'inner-focus']",달막화,['candy_50'],['0555'],[],[],5,0.6,0.47,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,fire,,37.5
0554_galar,"['hustle', 'inner-focus']",달막화,['candy_50'],['0555_galar'],[],[],5,0.7,0.47,0.5,0.3,0.5,50,[],['land'],rare,ice,,40.0
0555,"['sheer-force', 'zen_mode']",불비달마,[],[],[],[],5,,0.24,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],epic,fire,,
0555-zen,"['sheer-force', 'zen_mode']",불비달마,[],[],[],[],5,1.3,0.24,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],epic,fire,psychic,92.9
0555_galar,"['gorilla-tactics', 'zen_mode']",불비달마,[],[],[],[],5,,0.24,0.5,0.3,0.5,50,[],['land'],epic,ice,,
0555_galar-zen,"['gorilla-tactics', 'zen_mode']",불비달마,[],[],[],[],5,1.7,0.24,0.5,0.3,0.5,50,[],['land'],epic,ice,fire,120.0
0556,"['water-absorb', 'chlorophyll', 'storm-drain']",마라카치,[],[],[],[],5,1.0,1.0,0.5,0.3,0.5,50,[],['land'],common,grass,,28.0
0557,"['sturdy', 'shell-armor', 'weak-armor']",돌살이,['candy_50'],['0558'],[],[],5,0.3,0.75,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],common,bug,rock,14.5
0558,"['sturdy', 'shell-armor', 'weak-armor']",암팰리스,[],[],[],[],5,1.4,0.29,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,rock,200.0
0559,"['shed-skin', 'moxie', 'intimidate']",곤율랭,['candy_50'],['0560'],[],[],5,0.6,0.71,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],common,dark,fighting,11.8
0560,"['shed-skin', 'moxie', 'intimidate']",곤율거니,[],[],[],[],5,1.1,0.35,0.5,0.3,0.5,50,"['move_rock-smash', 'move_strength']",['land'],rare,dark,fighting,30.0
0560-mega,[],곤율거니,[],[],[],[],5,1.1,0.35,0.5,0.3,0.5,50,[],['land'],rare,dark,fighting,31.0
0561,"['wonder-skin', 'magic-guard', 'tinted-lens']",심보러,[],[],[],[],5,1.4,0.18,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_fly']",['land'],rare,psychic,flying,14.0
0562,['mummy'],데스마스,['candy_50'],['0563'],[],[],5,0.5,0.75,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash']",['land'],rare,ghost,,1.5
0562_galar,['wandering-spirit'],데스마스,['candy_50'],['0867'],[],[],5,0.5,0.75,0.5,0.3,0.5,50,['move_mean-look'],['land'],rare,ground,ghost,1.5
0563,['mummy'],데스니칸,[],[],[],[],5,1.7,0.35,0.5,0.3,0.5,50,"['move_mean-look', 'move_flash']",['land'],epic,ghost,,76.5
0564,"['solid-rock', 'sturdy', 'swift-swim']",프로토가,['candy_40'],['0565'],[],[],5,0.7,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],common,water,rock,16.5
0565,"['solid-rock', 'sturdy', 'swift-swim']",늑골라,[],[],[],[],5,1.2,0.18,0.12,0.3,0.88,50,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']",['water'],rare,water,rock,81.0
0566,['defeatist'],아켄,['candy_40'],['0567'],[],[],5,0.5,0.18,0.12,0.3,0.88,50,"['move_defog', 'move_cut', 'move_rock-smash']",['land'],common,rock,flying,9.5
0567,['defeatist'],아케오스,[],[],[],[],5,1.4,0.18,0.12,0.3,0.88,50,"['move_defog', 'move_cut', 'move_rock-smash', 'move_fly']",['land'],rare,rock,flying,32.0
0568,"['stench', 'sticky-hold', 'aftermath']",깨봉이,['candy_50'],['0569'],[],[],5,0.6,0.75,0.5,0.3,0.5,50,[],['land'],common,poison,,31.0
0569,"['stench', 'weak-armor', 'aftermath']",더스트나,[],[],[],[],5,1.9,0.24,0.5,0.3,0.5,50,[],['land'],rare,poison,,107.3
0569-gmax,"['stench', 'weak-armor', 'aftermath']",더스트나,[],[],[],[],5,21.0,0.24,0.5,0.3,0.5,50,[],['land'],rare,poison,,1000.0
0570,['illusion'],조로아,['candy_40'],['0571'],[],[],5,0.7,0.29,0.12,0.3,0.88,50,['move_cut'],['land'],rare,dark,,12.5
0570_hisui,['illusion'],조로아,['candy_40'],['0571_hisui'],[],[],5,0.7,0.29,0.12,0.3,0.88,50,[],['land'],rare,normal,ghost,12.5
0571,['illusion'],조로아크,[],[],[],[],5,1.6,0.18,0.12,0.3,0.88,50,"['move_cut', 'move_rock-smash']",['land'],epic,dark,,81.1
0571_hisui,['illusion'],조로아크,[],[],[],[],5,1.6,0.18,0.12,0.3,0.88,50,['move_rock-smash'],['land'],epic,normal,ghost,73.0
0572,"['cute-charm', 'technician', 'skill-link']",치라미,['shiny-stone'],['0573'],[],[],5,0.4,1.0,0.75,0.3,0.25,50,[],['land'],common,normal,,5.8
0573,"['cute-charm', 'technician', 'skill-link']",치라치노,[],[],[],[],5,0.5,0.24,0.75,0.3,0.25,50,[],['land'],rare,normal,,7.5
0574,"['frisk', 'competitive', 'shadow-tag']",고디탱,['candy_35'],['0575'],[],[],5,0.4,0.78,0.75,0.3,0.25,50,"['move_mean-look', 'move_flash']",['land'],common,psychic,,5.8
0575,"['frisk', 'competitive', 'shadow-tag']",고디보미,['candy_70'],['0576'],[],[],5,0.7,0.39,0.75,0.3,0.25,50,['move_flash'],['land'],rare,psychic,,18.0
0576,"['frisk', 'competitive', 'shadow-tag']",고디모아젤,[],[],[],[],5,1.5,0.2,0.75,0.3,0.25,50,['move_flash'],['land'],epic,psychic,,44.0
0577,"['overcoat', 'magic-guard', 'regenerator']",유니란,['candy_35'],['0578'],[],[],5,0.3,0.78,0.5,0.3,0.5,50,['move_flash'],['land'],common,psychic,,1.0
0578,"['overcoat', 'magic-guard', 'regenerator']",듀란,['candy_70'],['0579'],[],[],5,0.6,0.39,0.5,0.3,0.5,50,['move_flash'],['land'],rare,psychic,,8.0
0579,"['overcoat', 'magic-guard', 'regenerator']",란쿨루스,[],[],[],[],5,1.0,0.2,0.5,0.3,0.5,50,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],epic,psychic,,20.1
0580,"['keen-eye', 'big-pecks', 'hydration']",꼬지보리,['candy_50'],['0581'],[],[],5,0.5,0.75,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_dive', 'move_fly']",['water'],common,water,flying,5.5
0581,"['keen-eye', 'big-pecks', 'hydration']",스완나,[],[],[],[],5,1.3,0.18,0.5,0.3,0.5,50,"['move_surf', 'move_defog', 'move_dive', 'move_fly']",['water'],rare,water,flying,24.2
0582,"['ice-body', 'snow-cloak', 'weak-armor']",바닐프티,['candy_50'],['0583'],[],[],5,0.4,1.0,0.5,0.3,0.5,50,[],['land'],common,ice,,5.7
0583,"['ice-body', 'snow-cloak', 'weak-armor']",바닐리치,['candy_75'],['0584'],[],[],5,1.1,0.47,0.5,0.3,0.5,50,[],['land'],rare,ice,,41.0
0584,"['ice-body', 'snow-warning', 'weak-armor']",배바닐라,[],[],[],[],5,1.3,0.18,0.5,0.3,0.5,50,[],['land'],epic,ice,,57.5
0585-spring,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,normal,grass,
0585-summer,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,normal,grass,
0585-autumn,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,normal,grass,
0585-winter,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,normal,grass,
0586-spring,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,
0586-summer,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,
0586-autumn,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,
0586-winter,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.29,0.5,0.3,0.5,50,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,
0587,"['static', 'motor-drive']",에몽가,[],[],[],[],5,0.4,0.78,0.5,0.3,0.5,50,"['move_flash', 'move_defog', 'move_cut']",['land'],common,electric,flying,5.0
0588,"['swarm', 'shed-skin', 'no-guard']",딱정곤,['trade'],['0589'],[],[],5,0.5,0.78,0.5,0.3,0.5,50,['move_cut'],['land'],common,bug,,5.9
0589,"['swarm', 'shell-armor', 'overcoat']",슈바르고,[],[],[],[],5,1.0,0.29,0.5,0.3,0.5,50,"['move_cut', 'move_rock-smash']",['land'],rare,bug,steel,33.0
0590,"['effect-spore', 'regenerator']",깜놀버슬,['candy_50'],['0591'],[],[],5,0.2,0.75,0.5,0.3,0.5,50,['move_flash'],['land'],common,grass,poison,1.0
