id,ability,comment,evol_cost,evol_next,form_cost,form_next,generation,height_m,rate_capture,rate_female,rate_flee,rate_male,skills,spawn,tier,type1,type2,weight_kg,growth_group,base_exp
511,"['gluttony', 'overgrow']",야나프,['leaf-stone'],['0512'],[],[],5,0.6,0.6,0.12,0.35,0.88,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],common,grass,,10.5,medium_fast,63
512,"['gluttony', 'overgrow']",야나키,[],[],[],[],5,1.1,0.23,0.12,0.45,0.88,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,grass,,30.5,medium_fast,174
513,"['gluttony', 'blaze']",바오프,['fire-stone'],['0514'],[],[],5,0.6,0.6,0.12,0.35,0.88,"['move_cut', 'move_rock-smash']",['land'],common,fire,,11.0,medium_fast,63
514,"['gluttony', 'blaze']",바오키,[],[],[],[],5,1.0,0.23,0.12,0.45,0.88,"['move_cut', 'move_rock-smash']",['land'],rare,fire,,28.0,medium_fast,174
515,"['gluttony', 'torrent']",앗차프,['water-stone'],['0516'],[],[],5,0.6,0.6,0.12,0.35,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']","['land','water']",common,water,,13.5,medium_fast,63
516,"['gluttony', 'torrent']",앗차키,[],[],[],[],5,1.0,0.23,0.12,0.45,0.88,"['move_surf', 'move_cut', 'move_rock-smash', 'move_waterfall', 'move_dive']","['land','water']",rare,water,,29.0,medium_fast,174
517,"['forewarn', 'synchronize', 'telepathy']",몽나,['moon-stone'],['0518'],[],[],5,0.6,0.6,0.5,0.35,0.5,['move_flash'],"['land','water']",common,psychic,,23.3,fast,58
518,"['forewarn', 'synchronize', 'telepathy']",몽얌나,[],[],[],[],5,1.1,0.23,0.5,0.45,0.5,['move_flash'],"['land','water']",rare,psychic,,60.5,fast,170
519,"['big-pecks', 'super-luck', 'rivalry']",콩둘기,['candy_30'],['0520'],[],[],5,0.3,0.8,0.5,0.35,0.5,"['move_defog', 'move_fly']",['land'],common,normal,flying,2.1,medium_slow,53
520,"['big-pecks', 'super-luck', 'rivalry']",유토브,['candy_50'],['0521'],[],[],5,0.6,0.38,0.5,0.45,0.5,"['move_defog', 'move_fly']","['land','water']",rare,normal,flying,15.0,medium_slow,125
521,"['big-pecks', 'super-luck', 'rivalry']",켄호로우,[],[],[],[],5,1.2,0.14,0.5,0.6,0.5,"['move_defog', 'move_fly']","['land','water']",epic,normal,flying,29.0,medium_slow,220
522,"['lightning-rod', 'motor-drive', 'sap-sipper']",줄뮤마,['candy_40'],['0523'],[],[],5,0.8,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,electric,,29.8,medium_fast,59
523,"['lightning-rod', 'motor-drive', 'sap-sipper']",제브라이카,[],[],[],[],5,1.6,0.23,0.5,0.45,0.5,"['move_flash', 'move_rock-smash']",['land'],rare,electric,,79.5,medium_fast,174
524,"['sturdy', 'weak-armor', 'sand-force']",단굴,['candy_50'],['0525'],[],[],5,0.4,0.8,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,rock,,18.0,medium_slow,56
525,"['sturdy', 'weak-armor', 'sand-force']",암트르,['trade'],['0526'],[],[],5,0.9,0.38,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,rock,,102.0,medium_slow,137
526,"['sturdy', 'sand-stream', 'sand-force']",기가이어스,[],[],[],[],5,1.7,0.14,0.5,0.6,0.5,"['move_rock-smash', 'move_strength']",['land'],epic,rock,,260.0,medium_slow,232
527,"['unaware', 'klutz', 'simple']",또르박쥐,['friendship_220'],['0528'],[],[],5,0.4,0.6,0.5,0.35,0.5,"['move_flash', 'move_defog', 'move_fly']","['land','water']",common,psychic,flying,2.1,medium_fast,65
528,"['unaware', 'klutz', 'simple']",맘박쥐,[],[],[],[],5,0.9,0.14,0.5,0.45,0.5,"['move_flash', 'move_defog', 'move_fly']","['land','water']",rare,psychic,flying,10.5,medium_fast,149
529,"['sand-rush', 'sand-force', 'mold-breaker']",두더류,['candy_60'],['0530'],[],[],5,0.3,0.38,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,ground,,8.5,medium_fast,66
530,"['sand-rush', 'sand-force', 'mold-breaker']",몰드류,[],[],[],[],5,0.7,0.19,0.5,0.6,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,ground,steel,40.4,medium_fast,178
0530-mega,[],몰드류,[],[],[],[],5,0.9,0.19,0.5,0.6,0.5,[],['land'],epic,ground,steel,60.0,medium_fast,178
531,"['healer', 'regenerator', 'klutz']",다부니,[],[],[],[],5,1.1,0.55,0.5,0.45,0.5,"['move_surf', 'move_flash']",['land'],rare,normal,,31.0,fast,390
0531-mega,['healer'],다부니,[],[],[],[],5,1.5,0.55,0.5,0.45,0.5,"['move_surf', 'move_flash']",['land'],rare,normal,fairy,32.0,fast,390
532,"['guts', 'sheer-force', 'iron-fist']",으랏차,['candy_50'],['0533'],[],[],5,0.6,0.57,0.25,0.35,0.75,"['move_defog', 'move_rock-smash', 'move_strength']",['land'],common,fighting,,12.5,medium_slow,61
533,"['guts', 'sheer-force', 'iron-fist']",토쇠골,['trade'],['0534'],[],[],5,1.2,0.28,0.25,0.45,0.75,"['move_defog', 'move_rock-smash', 'move_strength']",['land'],rare,fighting,,40.0,medium_slow,142
534,"['guts', 'sheer-force', 'iron-fist']",노보청,[],[],[],[],5,1.4,0.14,0.25,0.6,0.75,"['move_defog', 'move_rock-smash', 'move_strength']",['land'],epic,fighting,,87.0,medium_slow,227
535,"['swift-swim', 'hydration', 'water-absorb']",동챙이,['candy_35'],['0536'],[],[],5,0.5,0.8,0.5,0.35,0.5,['move_surf'],['water'],common,water,,4.5,medium_slow,59
536,"['swift-swim', 'hydration', 'water-absorb']",두까비,['candy_70'],['0537'],[],[],5,0.8,0.38,0.5,0.45,0.5,"['move_surf', 'move_rock-smash']","['land','water']",rare,water,ground,17.0,medium_slow,134
537,"['swift-swim', 'poison-touch', 'water-absorb']",두빅굴,[],[],[],[],5,1.5,0.14,0.5,0.6,0.5,"['move_surf', 'move_rock-smash', 'move_strength', 'move_dive']","['land','water']",epic,water,ground,62.0,medium_slow,229
538,"['guts', 'inner-focus', 'mold-breaker']",던지미,[],[],[],[],5,1.3,0.14,0.0,0.45,1.0,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,55.5,medium_fast,163
539,"['sturdy', 'inner-focus', 'mold-breaker']",타격귀,[],[],[],[],5,1.4,0.14,0.0,0.45,1.0,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,51.0,medium_fast,163
540,"['swarm', 'chlorophyll', 'overcoat']",두르보,['candy_25'],['0541'],[],[],5,0.3,0.8,0.5,0.35,0.5,"['move_flash', 'move_cut']",['land'],common,bug,grass,2.5,medium_slow,62
541,"['leaf-guard', 'chlorophyll', 'overcoat']",두르쿤,['friendship_220'],['0542'],[],[],5,0.5,0.38,0.5,0.45,0.5,"['move_flash', 'move_cut']",['land'],rare,bug,grass,7.3,medium_slow,133
542,"['swarm', 'chlorophyll', 'overcoat']",모아머,[],[],[],[],5,1.2,0.14,0.5,0.6,0.5,"['move_flash', 'move_cut']",['land'],epic,bug,grass,20.5,medium_slow,225
543,"['poison-point', 'swarm', 'speed-boost']",마디네,['candy_30'],['0544'],[],[],5,0.4,0.8,0.5,0.35,0.5,['move_rock-smash'],['land'],common,bug,poison,5.3,medium_slow,52
544,"['poison-point', 'swarm', 'speed-boost']",휠구,['candy_50'],['0545'],[],[],5,1.2,0.38,0.5,0.45,0.5,['move_rock-smash'],['land'],rare,bug,poison,58.5,medium_slow,126
545,"['poison-point', 'swarm', 'speed-boost']",펜드라,[],[],[],[],5,2.5,0.14,0.5,0.6,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,bug,poison,200.5,medium_slow,218
0545-mega,[],펜드라,[],[],[],[],5,3.2,0.14,0.5,0.6,0.5,[],['land'],epic,bug,poison,230.5,medium_slow,218
546,"['ptierster', 'infiltrator', 'chlorophyll']",소미안,['sun-stone'],['0547'],[],[],5,0.3,0.6,0.5,0.35,0.5,"['move_flash', 'move_defog']",['land'],common,grass,fairy,0.6,medium_fast,56
547,"['ptierster', 'infiltrator', 'chlorophyll']",엘풍,[],[],[],[],5,0.7,0.23,0.5,0.45,0.5,"['move_flash', 'move_defog']",['land'],rare,grass,fairy,6.6,medium_fast,168
548,"['chlorophyll', 'own-tempo', 'leaf-guard']",치릴리,['sun-stone'],['0549'],[],[],5,0.5,0.6,1.0,0.35,0.0,"['move_flash', 'move_cut']",['land'],common,grass,,6.6,medium_fast,56
549,"['chlorophyll', 'own-tempo', 'leaf-guard']",드레디어,[],[],[],[],5,1.1,0.23,1.0,0.45,0.0,"['move_flash', 'move_cut']",['land'],rare,grass,,16.3,medium_fast,168
0549_hisui,"['chlorophyll', 'hustle', 'leaf-guard']",드레디어,[],[],[],[],5,1.2,0.23,1.0,0.45,0.0,"['move_defog', 'move_rock-smash']",['land'],rare,grass,fighting,19.2,medium_fast,168
550,"['reckless', 'adaptability', 'mold-breaker']",배쓰나이,[],[],[],[],5,,0.08,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],rare,water,,,medium_fast,161
0550-blue-striped,"['rock-head', 'adaptability', 'mold-breaker']",배쓰나이,[],[],[],[],5,1.0,0.08,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_waterfall', 'move_dive']",['water'],rare,water,,18.0,medium_fast,161
0550-white-striped,"['rattled', 'adaptability', 'mold-breaker']",배쓰나이,['move_double-edge'],['0902'],[],[],5,1.0,0.08,0.5,0.45,0.5,"['move_surf', 'move_waterfall']",['water'],rare,water,,18.0,medium_fast,161
551,"['intimidate', 'moxie', 'anger-point']",깜눈크,['candy_50'],['0552'],[],[],5,0.7,0.57,0.5,0.35,0.5,"['move_mean-look', 'move_cut']",['land'],common,ground,dark,15.2,medium_slow,58
552,"['intimidate', 'moxie', 'anger-point']",악비르,['candy_80'],['0553'],[],[],5,1.0,0.28,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,ground,dark,33.4,medium_slow,123
553,"['intimidate', 'moxie', 'anger-point']",악비아르,[],[],[],[],5,1.5,0.14,0.5,0.6,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,ground,dark,96.3,medium_slow,234
554,"['hustle', 'inner-focus']",달막화,['candy_50'],['0555'],[],[],5,0.6,0.38,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,fire,,37.5,medium_slow,63
0554_galar,"['hustle', 'inner-focus']",달막화,['candy_50'],['0555_galar'],[],[],5,0.7,0.38,0.5,0.45,0.5,[],['land'],rare,ice,,40.0,medium_slow,63
555,"['sheer-force', 'zen_mode']",불비달마,[],[],[],[],5,,0.19,0.5,0.6,0.5,"['move_rock-smash', 'move_strength']",['land'],epic,fire,,,medium_slow,168
0555-zen,"['sheer-force', 'zen_mode']",불비달마,[],[],[],[],5,1.3,0.19,0.5,0.6,0.5,"['move_rock-smash', 'move_strength']",['land'],epic,fire,psychic,92.9,medium_slow,168
0555_galar,"['gorilla-tactics', 'zen_mode']",불비달마,[],[],[],[],5,,0.19,0.5,0.6,0.5,[],['land'],epic,ice,,,medium_slow,168
0555_galar-zen,"['gorilla-tactics', 'zen_mode']",불비달마,[],[],[],[],5,1.7,0.19,0.5,0.6,0.5,[],['land'],epic,ice,fire,120.0,medium_slow,168
556,"['water-absorb', 'chlorophyll', 'storm-drain']",마라카치,[],[],[],[],5,1.0,0.8,0.5,0.35,0.5,[],['land'],common,grass,,28.0,medium_fast,161
557,"['sturdy', 'shell-armor', 'weak-armor']",돌살이,['candy_50'],['0558'],[],[],5,0.3,0.6,0.5,0.35,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],common,bug,rock,14.5,medium_fast,65
558,"['sturdy', 'shell-armor', 'weak-armor']",암팰리스,[],[],[],[],5,1.4,0.23,0.5,0.45,0.5,"['move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,bug,rock,200.0,medium_fast,170
559,"['shed-skin', 'moxie', 'intimidate']",곤율랭,['candy_50'],['0560'],[],[],5,0.6,0.57,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,dark,fighting,11.8,medium_fast,70
560,"['shed-skin', 'moxie', 'intimidate']",곤율거니,[],[],[],[],5,1.1,0.28,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,dark,fighting,30.0,medium_fast,171
0560-mega,[],곤율거니,[],[],[],[],5,1.1,0.28,0.5,0.45,0.5,[],['land'],rare,dark,fighting,31.0,medium_fast,171
561,"['wonder-skin', 'magic-guard', 'tinted-lens']",심보러,[],[],[],[],5,1.4,0.14,0.5,0.45,0.5,"['move_flash', 'move_defog', 'move_fly']","['land','water']",rare,psychic,flying,14.0,medium_fast,172
562,['mummy'],데스마스,['candy_50'],['0563'],[],[],5,0.5,0.55,0.5,0.45,0.5,"['move_mean-look', 'move_flash']",['land'],rare,ghost,,1.5,medium_fast,61
0562_galar,['wandering-spirit'],데스마스,['candy_50'],['0867'],[],[],5,0.5,0.55,0.5,0.45,0.5,['move_mean-look'],['land'],rare,ground,ghost,1.5,medium_fast,61
563,['mummy'],데스니칸,[],[],[],[],5,1.7,0.2,0.5,0.6,0.5,"['move_mean-look', 'move_flash']",['land'],epic,ghost,,76.5,medium_fast,169
564,"['solid-rock', 'sturdy', 'swift-swim']",프로토가,['candy_40'],['0565'],[],[],5,0.7,0.14,0.12,0.35,0.88,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",common,water,rock,16.5,medium_fast,71
565,"['solid-rock', 'sturdy', 'swift-swim']",늑골라,[],[],[],[],5,1.2,0.14,0.12,0.45,0.88,"['move_surf', 'move_rock-smash', 'move_strength', 'move_waterfall', 'move_dive']","['land','water']",rare,water,rock,81.0,medium_fast,173
566,['defeatist'],아켄,['candy_40'],['0567'],[],[],5,0.5,0.14,0.12,0.35,0.88,"['move_defog', 'move_cut', 'move_rock-smash']",['land'],common,rock,flying,9.5,medium_fast,71
567,['defeatist'],아케오스,[],[],[],[],5,1.4,0.14,0.12,0.45,0.88,"['move_defog', 'move_cut', 'move_rock-smash', 'move_fly']","['land','water']",rare,rock,flying,32.0,medium_fast,177
568,"['stench', 'sticky-hold', 'aftermath']",깨봉이,['candy_50'],['0569'],[],[],5,0.6,0.6,0.5,0.35,0.5,[],['land'],common,poison,,31.0,medium_fast,66
569,"['stench', 'weak-armor', 'aftermath']",더스트나,[],[],[],[],5,1.9,0.19,0.5,0.45,0.5,[],['land'],rare,poison,,107.3,medium_fast,166
0569-gmax,"['stench', 'weak-armor', 'aftermath']",더스트나,[],[],[],[],5,21.0,0.19,0.5,0.45,0.5,[],['land'],rare,poison,,1000.0,medium_fast,166
570,['illusion'],조로아,['candy_40'],['0571'],[],[],5,0.7,0.23,0.12,0.45,0.88,['move_cut'],['land'],rare,dark,,12.5,medium_slow,66
0570_hisui,['illusion'],조로아,['candy_40'],['0571_hisui'],[],[],5,0.7,0.23,0.12,0.45,0.88,[],['land'],rare,normal,ghost,12.5,medium_slow,66
571,['illusion'],조로아크,[],[],[],[],5,1.6,0.14,0.12,0.6,0.88,"['move_cut', 'move_rock-smash']",['land'],epic,dark,,81.1,medium_slow,179
0571_hisui,['illusion'],조로아크,[],[],[],[],5,1.6,0.14,0.12,0.6,0.88,['move_rock-smash'],['land'],epic,normal,ghost,73.0,medium_slow,179
572,"['cute-charm', 'technician', 'skill-link']",치라미,['shiny-stone'],['0573'],[],[],5,0.4,0.8,0.75,0.35,0.25,[],['land'],common,normal,,5.8,fast,60
573,"['cute-charm', 'technician', 'skill-link']",치라치노,[],[],[],[],5,0.5,0.19,0.75,0.45,0.25,[],['land'],rare,normal,,7.5,fast,165
574,"['frisk', 'competitive', 'shadow-tag']",고디탱,['candy_35'],['0575'],[],[],5,0.4,0.62,0.75,0.35,0.25,"['move_mean-look', 'move_flash']",['land'],common,psychic,,5.8,medium_slow,58
575,"['frisk', 'competitive', 'shadow-tag']",고디보미,['candy_70'],['0576'],[],[],5,0.7,0.31,0.75,0.45,0.25,['move_flash'],['land'],rare,psychic,,18.0,medium_slow,137
576,"['frisk', 'competitive', 'shadow-tag']",고디모아젤,[],[],[],[],5,1.5,0.16,0.75,0.6,0.25,['move_flash'],['land'],epic,psychic,,44.0,medium_slow,221
577,"['overcoat', 'magic-guard', 'regenerator']",유니란,['candy_35'],['0578'],[],[],5,0.3,0.62,0.5,0.35,0.5,['move_flash'],"['land','water']",common,psychic,,1.0,medium_slow,58
578,"['overcoat', 'magic-guard', 'regenerator']",듀란,['candy_70'],['0579'],[],[],5,0.6,0.31,0.5,0.45,0.5,['move_flash'],"['land','water']",rare,psychic,,8.0,medium_slow,130
579,"['overcoat', 'magic-guard', 'regenerator']",란쿨루스,[],[],[],[],5,1.0,0.16,0.5,0.6,0.5,"['move_flash', 'move_rock-smash', 'move_strength']","['land','water']",epic,psychic,,20.1,medium_slow,221
580,"['keen-eye', 'big-pecks', 'hydration']",꼬지보리,['candy_50'],['0581'],[],[],5,0.5,0.6,0.5,0.35,0.5,"['move_surf', 'move_defog', 'move_dive', 'move_fly']","['land','water']",common,water,flying,5.5,medium_fast,61
581,"['keen-eye', 'big-pecks', 'hydration']",스완나,[],[],[],[],5,1.3,0.14,0.5,0.45,0.5,"['move_surf', 'move_defog', 'move_dive', 'move_fly']","['land','water']",rare,water,flying,24.2,medium_fast,166
582,"['ice-body', 'snow-cloak', 'weak-armor']",바닐프티,['candy_50'],['0583'],[],[],5,0.4,0.8,0.5,0.35,0.5,[],"['land','water']",common,ice,,5.7,slow,61
583,"['ice-body', 'snow-cloak', 'weak-armor']",바닐리치,['candy_75'],['0584'],[],[],5,1.1,0.38,0.5,0.45,0.5,[],"['land','water']",rare,ice,,41.0,slow,138
584,"['ice-body', 'snow-warning', 'weak-armor']",배바닐라,[],[],[],[],5,1.3,0.14,0.5,0.6,0.5,[],"['land','water']",epic,ice,,57.5,slow,241
0585-spring,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,normal,grass,,medium_fast,67
0585-summer,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,normal,grass,,medium_fast,67
0585-autumn,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,normal,grass,,medium_fast,67
0585-winter,"['chlorophyll', 'sap-sipper', 'serene-grace']",사철록,['candy_50'],['0586'],[],[],5,,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,normal,grass,,medium_fast,67
0586-spring,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.23,0.5,0.45,0.5,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,,medium_fast,166
0586-summer,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.23,0.5,0.45,0.5,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,,medium_fast,166
0586-autumn,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.23,0.5,0.45,0.5,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,,medium_fast,166
0586-winter,"['chlorophyll', 'sap-sipper', 'serene-grace']",바라철록,[],[],[],[],5,,0.23,0.5,0.45,0.5,"['move_flash', 'move_cut', 'move_rock-smash']",['land'],rare,normal,grass,,medium_fast,166
587,"['static', 'motor-drive']",에몽가,[],[],[],[],5,0.4,0.62,0.5,0.35,0.5,"['move_flash', 'move_defog', 'move_cut']","['land','water']",common,electric,flying,5.0,medium_fast,150
588,"['swarm', 'shed-skin', 'no-guard']",딱정곤,['trade'],['0589'],[],[],5,0.5,0.62,0.5,0.35,0.5,['move_cut'],['land'],common,bug,,5.9,medium_fast,63
589,"['swarm', 'shell-armor', 'overcoat']",슈바르고,[],[],[],[],5,1.0,0.23,0.5,0.45,0.5,"['move_cut', 'move_rock-smash']","['land','water']",rare,bug,steel,33.0,medium_fast,173
590,"['effect-spore', 'regenerator']",깜놀버슬,['candy_50'],['0591'],[],[],5,0.2,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,grass,poison,1.0,medium_fast,59
591,"['effect-spore', 'regenerator']",뽀록나,[],[],[],[],5,0.6,0.23,0.5,0.45,0.5,['move_flash'],['land'],rare,grass,poison,10.5,medium_fast,162
592,"['water-absorb', 'cursed-body', 'damp']",탱그릴,['candy_50'],['0593'],[],[],5,1.2,0.6,0.5,0.35,0.5,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],common,water,ghost,33.0,medium_fast,67
593,"['water-absorb', 'cursed-body', 'damp']",탱탱겔,[],[],[],[],5,2.2,0.19,0.5,0.45,0.5,"['move_surf', 'move_flash', 'move_waterfall', 'move_dive']",['water'],rare,water,ghost,135.0,medium_fast,168
594,"['healer', 'hydration', 'regenerator']",맘복치,[],[],[],[],5,1.2,0.23,0.5,0.35,0.5,"['move_surf', 'move_waterfall', 'move_dive']",['water'],common,water,,31.6,fast,165
595,"['compound-eyes', 'unnerve', 'swarm']",파쪼옥,['candy_48'],['0596'],[],[],5,0.1,0.6,0.5,0.35,0.5,"['move_flash', 'move_cut']",['land'],common,bug,electric,0.6,medium_fast,64
596,"['compound-eyes', 'unnerve', 'swarm']",전툴라,[],[],[],[],5,0.8,0.23,0.5,0.45,0.5,"['move_flash', 'move_cut']",['land'],rare,bug,electric,14.3,medium_fast,165
597,['iron-barbs'],철시드,['candy_50'],['0598'],[],[],5,0.6,0.8,0.5,0.35,0.5,"['move_flash', 'move_rock-smash']",['land'],common,grass,steel,18.8,medium_fast,61
598,"['iron-barbs', 'anticipation']",너트령,[],[],[],[],5,1.0,0.28,0.5,0.45,0.5,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,grass,steel,110.0,medium_fast,171
599,"['plus', 'minus', 'clear-body']",기어르,['candy_38'],['0600'],[],[],5,0.3,0.41,0.0,0.35,0.0,['move_rock-smash'],['land'],common,steel,,21.0,medium_slow,60
600,"['plus', 'minus', 'clear-body']",기기어르,['candy_49'],['0601'],[],[],5,0.6,0.19,0.0,0.45,0.0,['move_rock-smash'],['land'],rare,steel,,51.0,medium_slow,154
601,"['plus', 'minus', 'clear-body']",기기기어르,[],[],[],[],5,0.6,0.1,0.0,0.6,0.0,['move_rock-smash'],['land'],epic,steel,,81.0,medium_slow,234
602,['levitate'],저리어,['candy_75'],['0603'],[],[],5,0.2,0.6,0.5,0.35,0.5,[],['water'],common,electric,,0.3,slow,55
603,['levitate'],저리릴,['thunder-stone'],['0604'],[],[],5,1.2,0.19,0.5,0.45,0.5,['move_flash'],['water'],rare,electric,,22.0,slow,142
604,['levitate'],저리더프,[],[],[],[],5,2.1,0.1,0.5,0.6,0.5,"['move_flash', 'move_cut', 'move_rock-smash', 'move_strength']","['land','water']",epic,electric,,80.5,slow,232
0604-mega,[],저리더프,[],[],[],[],5,3.0,0.1,0.5,0.6,0.5,[],"['land','water']",epic,electric,,180.0,slow,232
605,"['telepathy', 'synchronize', 'analytic']",리그레,['candy_42'],['0606'],[],[],5,0.5,0.8,0.5,0.35,0.5,['move_flash'],['land'],common,psychic,,9.0,medium_fast,67
606,"['telepathy', 'synchronize', 'analytic']",벰크,[],[],[],[],5,1.0,0.28,0.5,0.45,0.5,['move_flash'],['land'],rare,psychic,,34.5,medium_fast,170
607,"['flash-fire', 'flame-body', 'infiltrator']",불켜미,['candy_50'],['0608'],[],[],5,0.3,0.6,0.5,0.35,0.5,['move_flash'],['land'],common,ghost,fire,3.1,medium_slow,55
608,"['flash-fire', 'flame-body', 'infiltrator']",램프라,['dusk-stone'],['0609'],[],[],5,0.6,0.28,0.5,0.45,0.5,['move_flash'],"['land','water']",rare,ghost,fire,13.0,medium_slow,130
609,"['flash-fire', 'flame-body', 'infiltrator']",샹델라,[],[],[],[],5,1.0,0.14,0.5,0.6,0.5,['move_flash'],"['land','water']",epic,ghost,fire,34.3,medium_slow,234
0609-mega,[],샹델라,[],[],[],[],5,2.5,0.14,0.5,0.6,0.5,[],"['land','water']",epic,ghost,fire,69.6,medium_slow,234
610,"['rivalry', 'mold-breaker', 'unnerve']",터검니,['candy_38'],['0611'],[],[],5,0.6,0.23,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,18.0,slow,64
611,"['rivalry', 'mold-breaker', 'unnerve']",액슨도,['candy_80'],['0612'],[],[],5,1.0,0.19,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],rare,dragon,,36.0,slow,144
612,"['rivalry', 'mold-breaker', 'unnerve']",액스라이즈,[],[],[],[],5,1.8,0.14,0.5,0.6,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dragon,,105.5,slow,243
613,"['snow-cloak', 'slush-rush', 'rattled']",코고미,['candy_40'],['0614'],[],[],5,0.5,0.38,0.5,0.35,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],common,ice,,8.5,medium_fast,61
614,"['snow-cloak', 'slush-rush', 'swift-swim']",툰베어,[],[],[],[],5,2.6,0.19,0.5,0.45,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength', 'move_dive']",['land'],rare,ice,,260.0,medium_fast,177
615,['levitate'],프리지오,[],[],[],[],5,1.1,0.08,0.0,0.6,0.0,['move_defog'],"['land','water']",epic,ice,,148.0,medium_fast,180
616,"['hydration', 'shell-armor', 'overcoat']",쪼마리,['trade'],['0617'],[],[],5,0.4,0.62,0.5,0.35,0.5,[],['land'],common,bug,,7.7,medium_fast,61
617,"['hydration', 'sticky-hold', 'unburden']",어지리더,[],[],[],[],5,0.8,0.23,0.5,0.45,0.5,[],['land'],rare,bug,,25.3,medium_fast,173
618,"['static', 'limber', 'sand-veil']",메더,[],[],[],[],5,0.7,0.23,0.5,0.35,0.5,"['move_surf', 'move_flash']",['land'],common,ground,electric,11.0,medium_fast,165
0618_galar,['mimicry'],메더,[],[],[],[],5,0.7,0.23,0.5,0.35,0.5,['move_surf'],['land'],common,ground,steel,20.5,medium_fast,165
619,"['inner-focus', 'regenerator', 'reckless']",비조푸,['candy_50'],['0620'],[],[],5,0.9,0.57,0.5,0.35,0.5,"['move_rock-smash', 'move_strength']",['land'],common,fighting,,20.0,medium_slow,70
620,"['inner-focus', 'regenerator', 'reckless']",비조도,[],[],[],[],5,1.4,0.14,0.5,0.45,0.5,"['move_rock-smash', 'move_strength']",['land'],rare,fighting,,35.5,medium_slow,179
621,"['rough-skin', 'sheer-force', 'mold-breaker']",크리만,[],[],[],[],5,1.6,0.14,0.5,0.6,0.5,"['move_surf', 'move_cut', 'move_rock-smash', 'move_strength']",['land'],epic,dragon,,139.0,medium_fast,170
622,"['iron-fist', 'klutz', 'no-guard']",골비람,['candy_70'],['0623'],[],[],5,1.0,0.55,0.0,0.45,0.0,"['move_flash', 'move_rock-smash', 'move_strength']",['land'],rare,ground,ghost,92.0,medium_fast,61
623,"['iron-fist', 'klutz', 'no-guard']",골루그,[],[],[],[],5,2.8,0.2,0.0,0.6,0.0,"['move_flash', 'move_rock-smash', 'move_strength', 'move_fly']",['land'],epic,ground,ghost,330.0,medium_fast,169
